order_item_id,topping_id,topping_quantity
12983,4,heavy
12984,4,regular
12985,1,regular
12985,4,heavy
12986,4,light
12987,4,heavy
12988,4,regular
12989,4,heavy
12989,9,heavy
12990,4,light
12990,9,light
12991,4,heavy
12992,4,heavy
12992,9,heavy
12993,4,heavy
12994,4,heavy
12995,4,heavy
12996,4,light
12997,4,regular
12998,4,light
12999,4,light
13000,4,heavy
13001,4,regular
13002,4,regular
13003,4,regular
13003,9,light
13004,4,light
13005,4,light
13006,4,light
13007,1,heavy
13007,4,light
13008,4,heavy
13009,4,heavy
13009,9,regular
13010,4,heavy
13010,9,regular
13011,4,heavy
13011,9,heavy
13012,4,regular
13013,1,light
13013,4,heavy
13014,4,light
13015,4,regular
13016,4,heavy
13017,4,regular
13018,4,light
13018,9,heavy
13019,4,regular
13019,9,light
13020,4,regular
13020,9,light
13021,4,regular
13022,4,regular
13023,4,heavy
13024,4,regular
13024,9,light
13025,4,light
13026,4,light
13027,1,light
13027,4,light
13028,4,light
13029,4,heavy
13030,4,heavy
13030,9,heavy
13031,4,heavy
13032,4,regular
13032,9,light
13033,1,light
13033,4,heavy
13034,4,regular
13034,9,regular
13035,4,light
13036,4,heavy
13037,4,light
13037,9,regular
13038,1,regular
13038,4,heavy
13039,4,regular
13040,4,regular
13041,4,regular
13042,4,regular
13042,9,regular
13043,4,heavy
13044,4,light
13045,4,heavy
13046,4,heavy
13047,4,heavy
13047,9,regular
13048,4,regular
13049,4,regular
13050,4,light
13051,4,regular
13052,4,regular
13052,9,heavy
13053,4,regular
13054,4,regular
13055,4,light
13056,4,heavy
13057,4,regular
13058,4,light
13059,4,heavy
13059,9,regular
13060,1,regular
13060,4,heavy
13061,1,heavy
13061,4,heavy
13062,1,regular
13062,4,heavy
13063,4,light
13064,1,light
13064,4,light
13065,4,heavy
13065,9,light
13066,4,regular
13067,4,regular
13068,4,heavy
13068,9,regular
13069,1,regular
13069,4,light
13070,4,light
13071,4,light
13072,4,heavy
13073,4,regular
13074,4,regular
13074,9,light
13075,4,light
13076,4,light
13076,9,regular
13077,4,regular
13078,1,heavy
13078,4,heavy
13079,4,heavy
13080,4,light
13080,9,heavy
13081,4,regular
13082,4,regular
13083,4,regular
13083,9,regular
13084,4,regular
13085,1,regular
13085,4,heavy
13086,1,heavy
13086,4,light
13087,4,regular
13087,9,heavy
13088,4,regular
13089,4,light
13090,1,heavy
13090,4,regular
13091,1,light
13091,4,regular
13092,4,regular
13093,4,regular
13093,9,regular
13094,4,heavy
13095,4,light
13096,4,heavy
13096,9,regular
13097,4,light
13098,4,light
13099,4,heavy
13100,4,light
13101,4,regular
13102,4,regular
13103,4,heavy
13104,4,light
13104,9,heavy
13105,4,light
13106,4,regular
13106,9,regular
13107,4,heavy
13108,4,regular
13109,4,light
13109,9,heavy
13110,4,regular
13110,9,light
13111,4,light
13111,9,light
13112,4,light
13113,4,heavy
13114,1,regular
13114,4,regular
13115,4,heavy
13116,4,light
13116,9,regular
13117,4,regular
13117,9,regular
13118,4,heavy
13119,4,heavy
13120,4,light
13121,4,heavy
13122,4,light
13123,1,light
13123,4,regular
13124,4,heavy
13125,4,heavy
13125,9,regular
13126,4,heavy
13127,4,regular
13127,9,heavy
13128,4,light
13129,4,heavy
13130,1,heavy
13130,4,heavy
13131,4,light
13132,1,light
13132,4,light
13133,4,regular
13134,1,light
13134,4,light
13135,4,regular
13136,4,regular
13136,9,regular
13137,1,heavy
13137,4,light
13138,4,heavy
13139,4,light
13139,9,regular
13140,4,heavy
13141,4,light
13142,4,heavy
13143,1,regular
13143,4,regular
13144,4,regular
13145,4,heavy
13146,1,heavy
13146,4,regular
13147,4,light
13148,4,regular
13149,4,regular
13149,9,heavy
13150,4,light
13151,4,regular
13152,1,light
13152,4,light
13153,4,heavy
13154,4,light
13155,4,heavy
13155,9,regular
13156,4,regular
13157,4,regular
13158,4,heavy
13159,1,light
13159,4,heavy
13160,4,heavy
13161,1,heavy
13161,4,regular
13162,4,light
13163,4,heavy
13163,9,light
13164,4,regular
13165,4,regular
13166,4,regular
13167,4,heavy
13167,9,light
13168,4,light
13168,9,light
13169,4,light
13170,4,heavy
13171,4,heavy
13172,4,regular
13173,4,heavy
13173,9,regular
13174,4,heavy
13174,9,heavy
13175,4,regular
13176,4,regular
13177,4,light
13178,4,light
13178,9,light
13179,4,regular
13179,9,heavy
13180,4,heavy
13180,9,heavy
13181,4,regular
13182,4,regular
13183,4,heavy
13184,1,light
13184,4,heavy
13185,4,light
13185,9,heavy
13186,1,light
13186,4,light
13187,4,heavy
13188,4,heavy
13189,1,regular
13189,4,heavy
13190,1,regular
13190,4,regular
13191,4,heavy
13191,9,regular
13192,4,light
13193,4,light
13194,4,heavy
13195,1,heavy
13195,4,light
13196,4,regular
13197,4,regular
13198,4,regular
13199,1,regular
13199,4,regular
13200,4,light
13201,4,light
13201,9,light
13202,4,regular
13203,4,light
13204,4,regular
13205,4,light
13206,4,regular
13207,4,regular
13208,4,regular
13208,9,heavy
13209,4,light
13209,9,regular
13210,4,regular
13211,4,light
13212,4,heavy
13212,9,regular
13213,4,heavy
13214,4,regular
13215,4,light
13216,4,light
13217,4,light
13218,4,regular
13219,1,light
13219,4,heavy
13220,4,regular
13221,4,regular
13222,1,regular
13222,4,light
13223,4,light
13223,9,regular
13224,4,regular
13224,9,heavy
13225,4,light
13225,9,light
13226,4,light
13227,1,regular
13227,4,regular
13228,4,heavy
13228,9,light
13229,4,light
13230,1,heavy
13230,4,regular
13231,4,light
13232,4,heavy
13232,9,regular
13233,4,regular
13234,4,regular
13234,9,heavy
13235,1,heavy
13235,4,light
13236,4,heavy
13237,4,heavy
13238,4,regular
13239,4,light
13240,4,light
13240,9,regular
13241,1,light
13241,4,regular
13242,4,regular
13243,4,light
13244,1,regular
13244,4,regular
13245,4,heavy
13246,4,regular
13246,9,heavy
13247,4,light
13248,4,light
13249,4,heavy
13250,4,light
13251,4,regular
13251,9,regular
13252,4,heavy
13253,1,regular
13253,4,regular
13254,4,light
13255,4,regular
13256,1,regular
13256,4,light
13257,4,heavy
13257,9,light
13258,4,light
13259,4,regular
13259,9,regular
13260,4,regular
13261,4,light
13261,9,light
13262,1,regular
13262,4,heavy
13263,4,regular
13264,4,regular
13265,4,regular
13266,1,regular
13266,4,heavy
13267,4,regular
13268,4,regular
13269,1,light
13269,4,regular
13270,4,light
13271,4,regular
13272,1,light
13272,4,light
13273,4,regular
13274,4,light
13275,4,regular
13275,9,heavy
13276,4,heavy
13276,9,heavy
13277,4,regular
13278,4,regular
13279,4,regular
13280,1,regular
13280,4,light
13281,4,regular
13282,4,heavy
13282,9,light
13283,4,light
13284,4,light
13284,9,regular
13285,1,heavy
13285,4,heavy
13286,4,heavy
13287,4,heavy
13288,4,regular
13288,9,heavy
13289,4,light
13289,9,light
13290,1,light
13290,4,regular
13291,1,light
13291,4,heavy
13292,4,light
13293,4,heavy
13294,4,heavy
13294,9,regular
13295,4,light
13296,1,heavy
13296,4,heavy
13297,4,regular
13298,4,light
13298,9,regular
13299,1,heavy
13299,4,heavy
13300,4,light
13300,9,heavy
13301,4,light
13302,4,light
13303,1,regular
13303,4,light
13304,4,regular
13305,1,regular
13305,4,heavy
13306,1,regular
13306,4,light
13307,4,heavy
13308,4,heavy
13309,4,light
13309,9,heavy
13310,4,regular
13311,4,regular
13312,4,regular
13313,4,light
13314,4,light
13315,4,light
13316,4,heavy
13316,9,heavy
13317,4,heavy
13318,4,heavy
13319,4,heavy
13320,1,light
13320,4,regular
13321,4,heavy
13322,4,light
13322,9,heavy
13323,4,light
13324,4,heavy
13325,4,regular
13326,4,heavy
13326,9,heavy
13327,4,heavy
13328,4,regular
13329,4,heavy
13329,9,regular
13330,4,light
13331,4,heavy
13331,9,regular
13332,4,light
13333,4,regular
13334,1,light
13334,4,regular
13335,1,light
13335,4,light
13336,4,regular
13336,9,regular
13337,4,heavy
13337,9,heavy
13338,4,heavy
13339,4,light
13340,1,regular
13340,4,light
13341,4,heavy
13341,9,light
13342,4,heavy
13343,4,heavy
13343,9,light
13344,1,light
13344,4,regular
13345,4,light
13345,9,regular
13346,4,light
13346,9,heavy
13347,4,heavy
13348,4,heavy
13349,4,light
13350,4,light
13350,9,regular
13351,4,regular
13351,9,heavy
13352,4,light
13352,9,regular
13353,4,regular
13354,4,regular
13355,4,regular
13356,4,heavy
13357,4,light
13358,4,regular
13359,4,heavy
13360,1,regular
13360,4,heavy
13361,4,heavy
13362,4,heavy
13363,4,light
13364,4,regular
13365,4,regular
13366,4,regular
13366,9,heavy
13367,4,light
13368,4,heavy
13369,1,regular
13369,4,regular
13370,4,light
13371,4,heavy
13371,9,regular
13372,4,light
13373,4,light
13374,4,light
13374,9,light
13375,4,light
13376,4,light
13377,1,heavy
13377,4,regular
13378,4,light
13379,4,heavy
13380,4,heavy
13380,9,regular
13381,4,light
13382,4,heavy
13383,4,light
13384,4,regular
13385,4,heavy
13386,1,heavy
13386,4,regular
13387,4,heavy
13388,4,heavy
13389,4,regular
13390,4,heavy
13391,1,light
13391,4,heavy
13392,4,light
13393,4,regular
13394,1,heavy
13394,4,regular
13395,4,light
13396,4,heavy
13396,9,heavy
13397,1,regular
13397,4,light
13398,4,light
13398,9,heavy
13399,4,regular
13400,4,light
13401,4,heavy
13402,4,heavy
13402,9,heavy
13403,4,regular
13404,4,heavy
13404,9,regular
13405,4,regular
13406,4,light
13407,4,regular
13408,4,regular
13408,9,light
13409,4,regular
13410,4,heavy
13411,4,regular
13412,4,regular
13413,4,regular
13413,9,light
13414,4,regular
13414,9,heavy
13415,4,regular
13416,4,heavy
13417,4,heavy
13418,4,heavy
13419,4,light
13420,1,regular
13420,4,light
13421,1,heavy
13421,4,light
13422,4,light
13423,1,heavy
13423,4,light
13424,4,heavy
13425,4,regular
13426,1,regular
13426,4,regular
13427,4,heavy
13428,4,light
13429,4,light
13429,9,heavy
13430,4,regular
13430,9,heavy
13431,1,heavy
13431,4,heavy
13432,4,heavy
13433,4,light
13434,4,light
13435,4,light
13435,9,regular
13436,1,regular
13436,4,heavy
13437,4,regular
13437,9,light
13438,4,light
13438,9,heavy
13439,4,heavy
13440,4,light
13441,4,light
13442,4,regular
13442,9,heavy
13443,4,heavy
13444,4,light
13445,4,regular
13446,1,heavy
13446,4,regular
13447,4,regular
13448,1,light
13448,4,heavy
13449,4,heavy
13450,4,light
13451,4,light
13452,4,heavy
13452,9,regular
13453,4,light
13454,4,light
13455,4,light
13456,4,regular
13456,9,light
13457,4,heavy
13457,9,light
13458,4,light
13459,1,heavy
13459,4,heavy
13460,4,heavy
13461,4,heavy
13462,4,light
13463,4,regular
13464,4,heavy
13465,4,light
13466,4,regular
13467,4,regular
13468,4,heavy
13468,9,light
13469,4,light
13470,4,heavy
13471,4,regular
13471,9,heavy
13472,4,light
13473,4,heavy
13474,4,light
13474,9,light
13475,4,regular
13476,4,regular
13476,9,regular
13477,4,light
13478,1,regular
13478,4,regular
13479,4,light
13480,4,light
13481,4,regular
13482,4,light
13483,4,light
13483,9,light
13484,4,light
13485,4,heavy
13486,4,light
13486,9,regular
13487,4,light
13487,9,light
13488,4,heavy
13488,9,regular
13489,4,regular
13489,9,regular
13490,4,heavy
13491,4,heavy
13492,1,heavy
13492,4,heavy
13493,4,heavy
13493,9,regular
13494,4,light
13494,9,regular
13495,4,heavy
13495,9,light
13496,4,regular
13496,9,light
13497,4,regular
13498,4,regular
13499,4,light
13500,1,regular
13500,4,regular
13501,4,regular
13502,4,heavy
13502,9,regular
13503,1,regular
13503,4,regular
13504,4,heavy
13505,4,regular
13506,4,regular
13507,4,heavy
13508,4,light
13509,4,heavy
13509,9,light
13510,4,regular
13511,4,regular
13512,4,regular
13512,9,heavy
13513,4,light
13514,4,heavy
13515,4,light
13516,1,heavy
13516,4,regular
13517,1,regular
13517,4,light
13518,4,regular
13519,4,regular
13520,4,heavy
13521,4,regular
13521,9,light
13522,1,heavy
13522,4,regular
13523,4,regular
13524,4,light
13525,4,light
13525,9,light
13526,4,light
13527,4,light
13527,9,regular
13528,4,regular
13529,1,heavy
13529,4,regular
13530,4,light
13531,4,heavy
13532,1,regular
13532,4,light
13533,4,light
13534,4,heavy
13534,9,heavy
13535,4,light
13536,4,light
13537,4,heavy
13538,4,light
13539,4,light
13540,4,regular
13541,4,regular
13542,1,light
13542,4,heavy
13543,4,regular
13544,4,light
13545,4,heavy
13546,4,regular
13547,4,regular
13547,9,regular
13548,4,light
13549,4,regular
13550,4,light
13550,9,heavy
13551,4,regular
13552,4,heavy
13553,1,heavy
13553,4,light
13554,4,regular
13554,9,heavy
13555,4,heavy
13556,4,regular
13556,9,heavy
13557,4,heavy
13558,1,heavy
13558,4,light
13559,4,heavy
13560,4,light
13561,4,heavy
13562,4,light
13563,4,heavy
13564,4,regular
13565,1,light
13565,4,regular
13566,4,heavy
13567,4,regular
13567,9,light
13568,4,regular
13569,4,light
13570,1,regular
13570,4,light
13571,4,heavy
13572,4,regular
13573,4,regular
13573,9,regular
13574,4,heavy
13575,4,light
13576,4,regular
13576,9,light
13577,4,regular
13577,9,heavy
13578,4,light
13579,1,regular
13579,4,light
13580,1,light
13580,4,light
13581,4,light
13581,9,heavy
13582,4,regular
13582,9,light
13583,4,heavy
13584,4,regular
13585,4,regular
13586,4,light
13586,9,heavy
13587,4,light
13588,1,heavy
13588,4,light
13589,4,light
13589,9,heavy
13590,4,light
13591,4,regular
13591,9,light
13592,1,light
13592,4,light
13593,4,heavy
13593,9,regular
13594,1,heavy
13594,4,light
13595,4,light
13596,4,heavy
13596,9,regular
13597,4,heavy
13598,4,heavy
13598,9,regular
13599,4,light
13599,9,light
13600,4,heavy
13600,9,light
13601,4,regular
13602,4,light
13602,9,light
13603,4,heavy
13604,1,regular
13604,4,regular
13605,4,heavy
13606,4,light
13606,9,regular
13607,4,heavy
13608,4,regular
13609,4,light
13610,4,regular
13610,9,heavy
13611,1,heavy
13611,4,light
13612,4,regular
13613,1,light
13613,4,regular
13614,4,heavy
13615,4,regular
13616,4,light
13617,4,regular
13618,4,heavy
13619,4,regular
13619,9,heavy
13620,4,light
13621,4,regular
13622,4,regular
13623,4,regular
13624,4,heavy
13625,4,heavy
13626,4,light
13627,4,heavy
13628,4,light
13628,9,regular
13629,4,light
13630,1,heavy
13630,4,heavy
13631,1,regular
13631,4,light
13632,4,light
13633,4,light
13633,9,light
13634,1,regular
13634,4,heavy
13635,4,light
13635,9,regular
13636,4,regular
13637,4,regular
13637,9,regular
13638,4,heavy
13639,4,regular
13640,4,regular
13641,1,heavy
13641,4,light
13642,4,regular
13643,4,regular
13644,4,heavy
13645,4,light
13646,4,regular
13647,4,heavy
13647,9,heavy
13648,4,light
13648,9,heavy
13649,4,regular
13649,9,light
13650,4,light
13651,4,heavy
13652,4,regular
13653,4,heavy
13654,4,light
13654,9,heavy
13655,4,light
13656,1,regular
13656,4,heavy
13657,4,heavy
13658,4,light
13659,4,light
13659,9,heavy
13660,1,regular
13660,4,regular
13661,4,regular
13662,4,light
13662,9,light
13663,4,light
13664,4,heavy
13665,4,heavy
13665,9,heavy
13666,4,heavy
13667,4,regular
13668,4,light
13668,9,heavy
13669,4,light
13670,4,light
13671,4,heavy
13672,4,heavy
13672,9,heavy
13673,4,regular
13674,1,heavy
13674,4,light
13675,4,light
13675,9,heavy
13676,4,heavy
13676,9,light
13677,4,heavy
13677,9,regular
13678,4,light
13678,9,light
13679,4,light
13680,4,heavy
13681,4,heavy
13682,1,light
13682,4,light
13683,4,heavy
13683,9,regular
13684,4,heavy
13685,4,light
13686,4,regular
13687,4,light
13687,9,light
13688,4,heavy
13689,4,heavy
13689,9,heavy
13690,4,regular
13691,4,heavy
13691,9,light
13692,1,regular
13692,4,regular
13693,4,regular
13694,4,light
13695,4,regular
13695,9,regular
13696,4,regular
13697,4,heavy
13698,4,heavy
13699,4,light
13700,1,regular
13700,4,regular
13701,4,light
13701,9,regular
13702,4,light
13703,1,heavy
13703,4,light
13704,1,heavy
13704,4,regular
13705,4,light
13706,4,regular
13707,4,regular
13708,4,light
13709,4,light
13710,4,regular
13711,4,heavy
13712,4,light
13713,4,light
13713,9,regular
13714,1,heavy
13714,4,regular
13715,4,light
13716,4,heavy
13716,9,regular
13717,1,light
13717,4,light
13718,4,heavy
13719,4,light
13720,4,heavy
13720,9,light
13721,1,heavy
13721,4,light
13722,4,light
13723,1,heavy
13723,4,heavy
13724,4,regular
13725,1,heavy
13725,4,regular
13726,4,heavy
13727,1,regular
13727,4,regular
13728,4,regular
13729,4,heavy
13730,1,heavy
13730,4,heavy
13731,1,light
13731,4,regular
13732,4,heavy
13733,4,light
13734,4,heavy
13735,4,light
13736,4,heavy
13737,4,light
13737,9,heavy
13738,4,light
13739,4,light
13740,4,light
13740,9,heavy
13741,4,light
13741,9,regular
13742,4,regular
13743,4,light
13744,1,light
13744,4,regular
13745,4,regular
13746,4,regular
13746,9,regular
13747,4,regular
13748,1,regular
13748,4,regular
13749,4,light
13750,4,regular
13750,9,regular
13751,4,regular
13752,1,heavy
13752,4,heavy
13753,4,regular
13754,4,heavy
13755,4,heavy
13756,4,heavy
13757,4,heavy
13758,4,regular
13759,4,light
13760,4,light
13760,9,heavy
13761,4,regular
13762,4,heavy
13762,9,light
13763,4,heavy
13763,9,light
13764,4,regular
13764,9,regular
13765,4,light
13766,4,regular
13767,4,regular
13768,4,heavy
13768,9,heavy
13769,4,light
13770,4,heavy
13771,4,light
13772,4,heavy
13773,4,regular
13773,9,heavy
13774,1,regular
13774,4,heavy
13775,4,light
13776,4,regular
13777,4,regular
13778,4,light
13779,4,regular
13780,1,regular
13780,4,regular
13781,1,regular
13781,4,regular
13782,4,regular
13783,4,heavy
13784,4,light
13784,9,light
13785,4,heavy
13785,9,heavy
13786,4,regular
13786,9,heavy
13787,4,regular
13787,9,heavy
13788,4,heavy
13789,4,regular
13789,9,heavy
13790,4,heavy
13791,4,regular
13791,9,regular
13792,4,heavy
13793,4,light
13794,1,regular
13794,4,regular
13795,4,light
13796,4,heavy
13797,4,light
13797,9,heavy
13798,1,regular
13798,4,regular
13799,4,heavy
13799,9,light
13800,4,heavy
13800,9,light
13801,1,regular
13801,4,regular
13802,4,regular
13803,4,regular
13803,9,light
13804,4,regular
13804,9,regular
13805,1,light
13805,4,heavy
13806,4,regular
13807,4,heavy
13808,4,regular
13809,4,heavy
13810,4,heavy
13810,9,heavy
13811,1,regular
13811,4,regular
13812,1,light
13812,4,regular
13813,4,light
13814,4,regular
13814,9,heavy
13815,4,heavy
13816,4,regular
13817,1,light
13817,4,regular
13818,4,regular
13818,9,heavy
13819,4,light
13820,4,regular
13820,9,light
13821,4,light
13822,4,regular
13823,4,heavy
13824,4,regular
13825,1,heavy
13825,4,light
13826,4,light
13826,9,regular
13827,4,heavy
13828,4,regular
13829,1,regular
13829,4,light
13830,4,light
13830,9,regular
13831,4,regular
13832,4,heavy
13833,4,heavy
13834,4,regular
13835,4,light
13836,4,light
13837,4,regular
13837,9,regular
13838,4,heavy
13839,4,light
13840,4,light
13840,9,light
13841,4,regular
13842,4,light
13843,4,light
13844,4,light
13845,4,heavy
13845,9,heavy
13846,4,heavy
13846,9,regular
13847,4,regular
13848,4,heavy
13848,9,light
13849,1,light
13849,4,regular
13850,1,light
13850,4,heavy
13851,4,heavy
13852,4,heavy
13853,4,heavy
13854,4,regular
13854,9,regular
13855,1,regular
13855,4,light
13856,4,regular
13857,4,light
13858,4,light
13859,1,heavy
13859,4,regular
13860,4,light
13861,4,light
13862,4,regular
13863,1,heavy
13863,4,heavy
13864,4,regular
13864,9,heavy
13865,4,heavy
13866,4,heavy
13867,4,light
13867,9,heavy
13868,4,heavy
13869,4,heavy
13870,4,regular
13871,1,regular
13871,4,light
13872,4,regular
13873,4,heavy
13874,4,heavy
13874,9,regular
13875,4,regular
13875,9,regular
13876,4,regular
13876,9,regular
13877,4,heavy
13878,1,heavy
13878,4,regular
13879,4,light
13880,4,light
13881,1,heavy
13881,4,light
13882,4,regular
13883,4,light
13883,9,light
13884,4,light
13885,4,heavy
13886,4,heavy
13886,9,heavy
13887,4,light
13888,4,heavy
13889,1,heavy
13889,4,regular
13890,4,heavy
13891,4,light
13892,4,heavy
13893,4,light
13893,9,regular
13894,4,regular
13895,4,heavy
13896,4,light
13897,4,heavy
13898,4,heavy
13898,9,light
13899,4,light
13900,4,heavy
13901,4,regular
13902,4,light
13902,9,light
13903,1,light
13903,4,heavy
13904,4,heavy
13905,4,heavy
13906,4,light
13907,4,light
13908,4,heavy
13908,9,regular
13909,4,heavy
13909,9,heavy
13910,4,regular
13911,4,heavy
13912,4,regular
13912,9,regular
13913,4,regular
13913,9,regular
13914,4,regular
13915,4,light
13915,9,heavy
13916,4,regular
13917,4,regular
13918,4,light
13918,9,light
13919,4,regular
13920,4,heavy
13921,4,regular
13922,4,regular
13923,4,light
13924,4,heavy
13925,4,heavy
13925,9,heavy
13926,1,regular
13926,4,regular
13927,4,regular
13927,9,regular
13928,4,heavy
13928,9,heavy
13929,4,light
13930,1,light
13930,4,heavy
13931,1,light
13931,4,regular
13932,4,heavy
13933,4,light
13934,4,heavy
13935,4,regular
13936,4,heavy
13937,1,light
13937,4,light
13938,4,light
13939,4,regular
13939,9,heavy
13940,4,regular
13940,9,heavy
13941,4,regular
13942,4,regular
13942,9,light
13943,4,regular
13943,9,light
13944,4,regular
13945,1,heavy
13945,4,heavy
13946,4,regular
13947,1,regular
13947,4,light
13948,4,heavy
13948,9,heavy
13949,4,light
13950,4,light
13951,4,regular
13952,4,regular
13953,4,regular
13954,4,heavy
13954,9,heavy
13955,4,heavy
13956,4,regular
13957,4,heavy
13957,9,light
13958,4,heavy
13959,4,light
13960,4,light
13961,4,heavy
13961,9,heavy
13962,4,light
13963,4,regular
13964,4,regular
13965,4,regular
13966,4,light
13967,1,regular
13967,4,heavy
13968,1,heavy
13968,4,heavy
13969,4,light
13970,4,regular
13971,4,light
13972,4,light
13972,9,regular
13973,4,heavy
13974,1,heavy
13974,4,heavy
13975,4,heavy
13976,4,heavy
13977,4,heavy
13978,4,regular
13979,4,regular
13980,4,regular
13981,4,light
13982,4,heavy
13982,9,light
13983,1,heavy
13983,4,heavy
13984,4,regular
13984,9,heavy
13985,4,light
13986,4,regular
13987,1,regular
13987,4,regular
13988,4,light
13988,9,regular
13989,4,heavy
13990,4,light
13990,9,light
13991,4,light
13992,4,regular
13993,4,heavy
13994,4,regular
13995,1,heavy
13995,4,heavy
13996,4,regular
13996,9,heavy
13997,4,heavy
13998,4,light
13999,1,light
13999,4,light
14000,4,regular
14000,9,light
14001,4,regular
14002,4,light
14003,4,heavy
14004,4,heavy
14005,4,light
14006,4,heavy
14006,9,light
14007,4,heavy
14008,4,light
14009,4,regular
14009,9,regular
14010,4,regular
14010,9,light
14011,1,regular
14011,4,heavy
14012,4,heavy
14013,4,heavy
14013,9,regular
14014,4,regular
14015,1,heavy
14015,4,light
14016,4,regular
14016,9,light
14017,4,regular
14018,4,light
14018,9,heavy
14019,4,regular
14019,9,heavy
14020,4,light
14020,9,heavy
14021,1,regular
14021,4,light
14022,4,heavy
14023,4,light
14024,4,light
14025,4,light
14026,1,light
14026,4,heavy
14027,4,light
14028,4,regular
14028,9,heavy
14029,4,regular
14030,4,light
14030,9,light
14031,1,heavy
14031,4,light
14032,4,light
14032,9,regular
14033,1,heavy
14033,4,heavy
14034,4,light
14034,9,regular
14035,4,heavy
14036,4,heavy
14037,4,regular
14038,4,regular
14039,4,light
14040,4,light
14040,9,regular
14041,4,heavy
14042,4,light
14043,1,heavy
14043,4,regular
14044,4,light
14045,1,heavy
14045,4,heavy
14046,4,regular
14047,1,heavy
14047,4,heavy
14048,4,heavy
14049,1,regular
14049,4,regular
14050,4,light
14051,1,heavy
14051,4,regular
14052,1,heavy
14052,4,regular
14053,4,regular
14054,1,light
14054,4,heavy
14055,1,heavy
14055,4,light
14056,4,light
14057,4,light
14057,9,light
14058,4,heavy
14059,4,heavy
14060,4,heavy
14061,4,regular
14062,4,regular
14063,4,heavy
14063,9,light
14064,4,light
14065,4,regular
14066,4,regular
14067,4,heavy
14068,4,heavy
14069,4,regular
14070,4,regular
14070,9,heavy
14071,4,light
14072,4,light
14072,9,regular
14073,1,regular
14073,4,regular
14074,4,regular
14075,1,light
14075,4,regular
14076,4,heavy
14077,4,regular
14078,4,regular
14079,1,light
14079,4,heavy
14080,4,light
14081,4,light
14082,1,heavy
14082,4,light
14083,4,light
14083,9,light
14084,4,regular
14085,1,regular
14085,4,heavy
14086,4,heavy
14086,9,regular
14087,1,light
14087,4,regular
14088,4,light
14088,9,heavy
14089,4,light
14090,4,heavy
14090,9,heavy
14091,1,regular
14091,4,heavy
14092,4,heavy
14093,4,light
14094,4,heavy
14095,4,heavy
14096,4,light
14097,4,regular
14097,9,regular
14098,4,regular
14099,4,regular
14099,9,light
14100,4,heavy
14100,9,regular
14101,4,regular
14101,9,heavy
14102,4,light
14103,4,regular
14104,4,light
14105,4,heavy
14106,4,light
14106,9,regular
14107,4,light
14108,4,heavy
14109,4,light
14110,4,heavy
14110,9,heavy
14111,4,regular
14112,4,light
14113,1,light
14113,4,regular
14114,4,light
14114,9,regular
14115,4,heavy
14116,4,regular
14116,9,regular
14117,4,heavy
14118,4,heavy
14119,4,regular
14119,9,heavy
14120,1,heavy
14120,4,light
14121,4,regular
14121,9,light
14122,4,light
14123,1,regular
14123,4,light
14124,4,regular
14125,4,regular
14126,4,heavy
14127,4,light
14127,9,regular
14128,4,light
14129,4,light
14130,4,heavy
14131,4,heavy
14132,4,light
14132,9,light
14133,4,heavy
14134,1,regular
14134,4,light
14135,4,light
14135,9,light
14136,4,light
14137,4,heavy
14138,4,regular
14139,4,heavy
14140,4,light
14140,9,regular
14141,4,heavy
14142,4,regular
14143,4,light
14144,4,heavy
14144,9,light
14145,4,heavy
14146,4,regular
14146,9,regular
14147,4,light
14148,4,light
14148,9,light
14149,4,regular
14150,1,regular
14150,4,heavy
14151,1,heavy
14151,4,light
14152,4,light
14153,4,light
14153,9,regular
14154,4,regular
14155,4,heavy
14156,4,heavy
14157,4,heavy
14158,4,heavy
14159,4,light
14160,4,heavy
14161,4,heavy
14162,4,heavy
14163,4,regular
14164,4,heavy
14164,9,light
14165,4,regular
14166,4,light
14167,1,heavy
14167,4,regular
14168,4,light
14169,4,light
14170,1,light
14170,4,regular
14171,4,light
14172,4,light
14173,4,heavy
14173,9,heavy
14174,4,heavy
14174,9,regular
14175,4,light
14176,4,regular
14177,4,heavy
14177,9,heavy
14178,4,regular
14178,9,light
14179,4,regular
14180,4,regular
14181,4,light
14181,9,regular
14182,4,regular
14183,4,regular
14184,4,light
14185,4,heavy
14186,4,regular
14187,4,light
14188,4,light
14189,1,light
14189,4,heavy
14190,4,light
14191,4,heavy
14192,4,light
14193,4,light
14194,4,heavy
14195,4,regular
14196,4,heavy
14197,4,light
14197,9,heavy
14198,4,regular
14199,4,regular
14199,9,heavy
14200,4,heavy
14200,9,regular
14201,4,regular
14202,4,regular
14202,9,regular
14203,4,regular
14204,4,heavy
14204,9,regular
14205,4,regular
14206,4,regular
14207,4,heavy
14208,4,light
14208,9,heavy
14209,4,light
14210,4,light
14210,9,light
14211,4,regular
14211,9,regular
14212,4,regular
14212,9,heavy
14213,4,light
14213,9,heavy
14214,4,heavy
14214,9,light
14215,4,heavy
14216,4,heavy
14217,4,light
14218,1,regular
14218,4,regular
14219,4,light
14220,4,light
14221,4,heavy
14222,4,regular
14222,9,regular
14223,4,light
14224,4,heavy
14225,4,heavy
14226,4,regular
14227,1,heavy
14227,4,heavy
14228,4,light
14229,4,heavy
14230,4,heavy
14231,4,light
14232,1,light
14232,4,heavy
14233,1,light
14233,4,light
14234,4,regular
