order_item_id,order_id,item_id,quantity
34827,17354,12,1
34828,17355,16,3
34829,17356,13,3
34830,17356,7,3
34831,17356,6,2
34832,17357,12,2
34833,17357,6,3
34834,17358,13,1
34835,17358,3,2
34836,17359,18,1
34837,17359,2,1
34838,17359,5,2
34839,17360,11,2
34840,17360,14,2
34841,17361,3,1
34842,17361,9,3
34843,17362,19,2
34844,17362,18,1
34845,17362,5,3
34846,17363,16,1
34847,17363,12,3
34848,17364,19,1
34849,17364,15,3
34850,17365,5,3
34851,17366,9,2
34852,17366,3,2
34853,17367,3,3
34854,17368,1,3
34855,17369,17,1
34856,17369,20,2
34857,17369,2,3
34858,17370,12,2
34859,17371,3,3
34860,17371,5,1
34861,17371,8,1
34862,17372,5,3
34863,17372,3,3
34864,17372,9,3
34865,17373,7,3
34866,17373,15,3
34867,17373,8,1
34868,17374,17,3
34869,17374,1,2
34870,17375,7,2
34871,17375,3,1
34872,17375,2,2
34873,17376,12,3
34874,17376,10,2
34875,17377,18,3
34876,17377,7,3
34877,17378,17,2
34878,17378,2,3
34879,17378,5,3
34880,17379,7,1
34881,17379,13,1
34882,17380,18,1
34883,17380,9,1
34884,17381,12,3
34885,17381,11,3
34886,17381,16,1
34887,17382,1,1
34888,17382,19,1
34889,17382,4,3
34890,17383,9,2
34891,17384,2,3
34892,17385,13,3
34893,17386,16,2
34894,17386,6,3
34895,17386,14,2
34896,17387,16,2
34897,17387,4,2
34898,17387,14,1
34899,17388,5,3
34900,17389,3,2
34901,17390,7,1
34902,17390,14,3
34903,17391,20,2
34904,17391,2,2
34905,17392,12,3
34906,17393,11,3
34907,17393,14,1
34908,17393,8,2
34909,17394,20,3
34910,17394,3,2
34911,17395,19,2
34912,17395,20,2
34913,17396,11,2
34914,17396,12,2
34915,17396,2,2
34916,17397,16,3
34917,17397,17,1
34918,17397,13,2
34919,17398,14,2
34920,17398,15,2
34921,17399,16,2
34922,17400,13,3
34923,17400,1,1
34924,17400,14,2
34925,17401,5,3
34926,17402,9,1
34927,17402,5,1
34928,17402,17,1
34929,17403,12,3
34930,17403,11,2
34931,17403,6,2
34932,17404,2,1
34933,17404,7,2
34934,17404,4,3
34935,17405,5,3
34936,17405,6,2
34937,17405,15,1
34938,17406,15,3
34939,17406,14,1
34940,17407,17,1
34941,17407,12,1
34942,17408,5,3
34943,17408,4,1
34944,17408,7,3
34945,17409,19,3
34946,17409,6,3
34947,17410,10,3
34948,17410,9,3
34949,17410,18,1
34950,17411,20,3
34951,17411,2,3
34952,17411,14,1
34953,17412,10,1
34954,17412,4,3
34955,17412,3,2
34956,17413,12,2
34957,17413,4,2
34958,17414,10,1
34959,17414,8,2
34960,17414,19,3
34961,17415,10,1
34962,17415,18,1
34963,17415,4,2
34964,17416,6,3
34965,17417,17,3
34966,17418,15,2
34967,17419,18,3
34968,17420,16,3
34969,17420,2,3
34970,17420,1,1
34971,17421,1,3
34972,17422,18,1
34973,17423,6,1
34974,17423,4,2
34975,17424,1,2
34976,17425,19,2
34977,17426,20,1
34978,17427,1,3
34979,17427,10,2
34980,17427,9,1
34981,17428,7,2
34982,17429,15,1
34983,17430,2,3
34984,17431,12,3
34985,17431,3,2
34986,17432,20,1
34987,17432,2,3
34988,17432,15,3
34989,17433,5,1
34990,17433,2,1
34991,17433,9,1
34992,17434,1,1
34993,17434,20,2
34994,17435,7,3
34995,17435,1,1
34996,17435,20,3
34997,17436,20,3
34998,17436,3,3
34999,17437,19,3
35000,17437,2,1
35001,17438,15,2
35002,17438,13,3
35003,17438,2,1
35004,17439,17,3
35005,17439,1,1
35006,17440,19,2
35007,17440,3,2
35008,17440,18,3
35009,17441,9,1
35010,17441,19,3
35011,17442,16,1
35012,17443,10,1
35013,17443,6,3
35014,17443,16,2
35015,17444,19,1
35016,17444,1,2
35017,17445,2,3
35018,17446,1,3
35019,17446,14,2
35020,17447,13,1
35021,17447,2,3
35022,17448,6,1
35023,17448,4,2
35024,17448,8,1
35025,17449,15,1
35026,17450,1,1
35027,17450,15,3
35028,17451,15,1
35029,17451,6,3
35030,17452,5,2
35031,17452,1,2
35032,17453,5,1
35033,17453,9,2
35034,17454,10,2
35035,17455,16,3
35036,17455,2,1
35037,17455,9,3
35038,17456,16,1
35039,17456,8,3
35040,17456,12,2
35041,17457,8,2
35042,17457,2,3
35043,17457,9,3
35044,17458,2,1
35045,17458,3,1
35046,17459,10,1
35047,17459,5,3
35048,17459,4,3
35049,17460,14,1
35050,17460,6,2
35051,17461,18,3
35052,17461,12,3
35053,17461,16,3
35054,17462,13,1
35055,17463,13,3
35056,17463,10,1
35057,17463,14,3
35058,17464,5,1
35059,17464,1,2
35060,17464,14,1
35061,17465,20,3
35062,17465,5,3
35063,17465,19,1
35064,17466,1,1
35065,17467,3,3
35066,17467,14,3
35067,17468,19,3
35068,17468,12,3
35069,17468,10,3
35070,17469,11,1
35071,17469,8,1
35072,17470,11,1
35073,17471,7,3
35074,17471,3,3
35075,17472,19,2
35076,17473,4,1
35077,17473,11,2
35078,17474,15,2
35079,17474,7,3
35080,17475,12,3
35081,17475,16,2
35082,17476,1,2
35083,17476,20,1
35084,17476,2,1
35085,17477,8,3
35086,17477,11,1
35087,17478,7,3
35088,17479,1,2
35089,17480,2,1
35090,17480,14,1
35091,17480,11,2
35092,17481,19,1
35093,17481,9,2
35094,17481,15,2
35095,17482,14,2
35096,17483,11,1
35097,17483,13,1
35098,17483,19,2
35099,17484,6,2
35100,17484,13,3
35101,17484,12,3
35102,17485,7,2
35103,17486,1,2
35104,17486,4,3
35105,17487,3,3
35106,17487,1,3
35107,17487,6,2
35108,17488,6,2
35109,17488,8,2
35110,17488,16,2
35111,17489,6,2
35112,17489,14,3
35113,17490,16,2
35114,17490,12,1
35115,17491,6,2
35116,17491,16,3
35117,17492,19,2
35118,17492,5,2
35119,17493,5,2
35120,17493,11,2
35121,17493,1,1
35122,17494,7,2
35123,17495,6,3
35124,17495,16,1
35125,17496,17,3
35126,17496,12,2
35127,17496,6,3
35128,17497,3,3
35129,17498,16,1
35130,17498,3,2
35131,17498,1,1
35132,17499,18,1
35133,17499,5,1
35134,17500,11,3
35135,17500,7,2
35136,17501,5,2
35137,17501,3,1
35138,17501,18,2
35139,17502,14,2
35140,17502,9,3
35141,17502,10,3
35142,17503,9,3
35143,17504,19,1
35144,17504,3,3
35145,17504,5,3
35146,17505,8,1
35147,17505,12,3
35148,17505,4,1
35149,17506,14,3
35150,17506,20,3
35151,17506,17,1
35152,17507,12,3
35153,17507,3,3
35154,17507,1,2
35155,17508,10,1
35156,17508,7,2
35157,17508,11,2
35158,17509,13,1
35159,17509,12,1
35160,17510,2,1
35161,17511,14,3
35162,17512,19,1
35163,17513,19,2
35164,17513,4,3
35165,17513,13,2
35166,17514,4,1
35167,17514,3,3
35168,17515,10,1
35169,17516,6,1
35170,17516,9,3
35171,17517,15,1
35172,17518,14,1
35173,17518,13,3
35174,17518,12,1
35175,17519,9,1
35176,17519,12,2
35177,17520,10,2
35178,17520,2,3
35179,17520,6,1
35180,17521,3,3
35181,17522,5,2
35182,17522,1,1
35183,17523,17,2
35184,17524,13,1
35185,17524,10,1
35186,17525,17,2
35187,17525,19,2
35188,17525,8,2
35189,17526,20,2
35190,17526,12,3
35191,17526,16,3
35192,17527,7,2
35193,17527,14,3
35194,17528,8,2
35195,17528,17,3
35196,17529,4,1
35197,17530,3,2
35198,17531,8,2
35199,17532,18,2
35200,17533,4,1
35201,17533,10,2
35202,17534,9,1
35203,17534,14,1
35204,17534,19,2
35205,17535,3,1
35206,17535,10,2
35207,17535,13,2
35208,17536,10,2
35209,17536,1,3
35210,17536,19,2
35211,17537,12,2
35212,17537,8,1
35213,17537,19,2
35214,17538,20,2
35215,17539,1,2
35216,17539,9,3
35217,17539,12,2
35218,17540,4,3
35219,17541,9,2
35220,17541,1,3
35221,17541,6,1
35222,17542,18,3
35223,17542,19,3
35224,17543,9,1
35225,17543,11,2
35226,17544,11,1
35227,17545,6,2
35228,17545,19,3
35229,17545,1,2
35230,17546,17,1
35231,17547,20,1
35232,17548,9,3
35233,17549,6,3
35234,17549,11,1
35235,17550,15,1
35236,17551,17,1
35237,17551,3,1
35238,17551,14,3
35239,17552,16,2
35240,17552,9,2
35241,17553,7,3
35242,17553,16,2
35243,17554,17,2
35244,17554,11,2
35245,17555,6,2
35246,17555,7,1
35247,17555,18,3
35248,17556,6,2
35249,17556,9,1
35250,17557,13,1
35251,17557,7,3
35252,17558,5,2
35253,17559,20,1
35254,17560,12,2
35255,17560,16,3
35256,17560,17,1
35257,17561,11,2
35258,17562,12,2
35259,17562,5,2
35260,17563,14,1
35261,17564,5,2
35262,17565,12,3
35263,17565,16,3
35264,17566,2,3
35265,17566,9,3
35266,17567,2,1
35267,17568,8,1
35268,17569,14,2
35269,17570,10,3
35270,17571,5,1
35271,17571,8,2
35272,17572,1,1
35273,17573,16,3
35274,17573,15,1
35275,17573,12,2
35276,17574,6,3
35277,17574,12,1
35278,17575,13,1
35279,17575,16,3
35280,17576,5,2
35281,17577,13,1
35282,17577,19,3
35283,17577,7,2
35284,17578,2,1
35285,17579,13,3
35286,17580,12,1
35287,17580,1,3
35288,17580,6,1
35289,17581,15,2
35290,17581,20,2
35291,17582,17,1
35292,17582,16,2
35293,17582,3,2
35294,17583,4,3
35295,17583,8,2
35296,17584,8,2
35297,17584,19,1
35298,17584,7,3
35299,17585,9,3
35300,17585,4,3
35301,17586,1,1
35302,17586,13,1
35303,17587,13,2
35304,17588,19,1
35305,17588,7,3
35306,17589,2,1
35307,17589,14,1
35308,17590,12,2
35309,17590,4,1
35310,17590,11,1
35311,17591,6,3
35312,17591,9,3
35313,17591,4,3
35314,17592,2,1
35315,17592,19,1
35316,17593,9,3
35317,17593,19,3
35318,17593,14,3
35319,17594,6,3
35320,17594,12,1
35321,17594,3,1
35322,17595,9,2
35323,17595,18,2
35324,17595,12,3
35325,17596,20,1
35326,17597,5,1
35327,17598,11,3
35328,17599,3,3
35329,17599,7,1
35330,17599,10,1
35331,17600,16,2
35332,17601,13,1
35333,17601,19,3
35334,17602,15,3
35335,17603,17,2
35336,17604,10,2
35337,17605,11,3
35338,17605,20,3
35339,17606,4,2
35340,17606,14,1
35341,17606,1,1
35342,17607,6,2
35343,17607,11,3
35344,17608,18,3
35345,17609,8,2
35346,17609,10,2
35347,17610,20,2
35348,17610,4,3
35349,17611,1,1
35350,17612,8,3
35351,17613,3,1
35352,17614,1,3
35353,17614,15,3
35354,17614,16,3
35355,17615,16,2
35356,17615,1,2
35357,17615,14,1
35358,17616,14,3
35359,17616,18,2
35360,17617,8,3
35361,17617,1,1
35362,17617,13,2
35363,17618,15,2
35364,17618,3,1
35365,17619,8,1
35366,17619,3,3
35367,17620,11,1
35368,17620,13,3
35369,17620,12,2
35370,17621,2,3
35371,17621,18,3
35372,17621,16,2
35373,17622,10,2
35374,17622,18,2
35375,17622,16,1
35376,17623,9,2
35377,17623,20,3
35378,17623,14,3
35379,17624,18,1
35380,17625,18,2
35381,17625,12,1
35382,17626,8,2
35383,17626,4,2
35384,17627,12,2
35385,17628,6,1
35386,17628,3,1
35387,17629,20,2
35388,17630,8,1
35389,17630,16,1
35390,17630,6,1
35391,17631,17,1
35392,17631,18,1
35393,17631,10,1
35394,17632,17,1
35395,17632,7,2
35396,17632,19,3
35397,17633,3,2
35398,17633,7,1
35399,17634,15,3
35400,17634,14,2
35401,17635,4,2
35402,17635,20,3
35403,17636,10,1
35404,17636,8,2
35405,17636,14,1
35406,17637,4,3
35407,17637,5,2
35408,17637,8,3
35409,17638,4,2
35410,17638,10,3
35411,17638,7,3
35412,17639,5,1
35413,17639,8,1
35414,17640,16,3
35415,17640,8,1
35416,17640,1,3
35417,17641,12,1
35418,17641,11,2
35419,17642,14,2
35420,17642,12,1
35421,17642,8,1
35422,17643,15,3
35423,17644,10,1
35424,17644,2,2
35425,17644,6,1
35426,17645,9,2
35427,17645,3,2
35428,17646,14,3
35429,17647,15,2
35430,17648,16,2
35431,17648,4,2
35432,17648,17,3
35433,17649,2,2
35434,17650,12,2
35435,17651,18,3
35436,17651,3,3
35437,17652,3,1
35438,17652,14,3
35439,17653,9,1
35440,17653,6,2
35441,17654,9,2
35442,17654,15,3
35443,17655,10,2
35444,17655,6,1
35445,17656,5,3
35446,17656,1,1
35447,17657,15,2
35448,17658,13,2
35449,17658,19,2
35450,17658,4,3
35451,17659,19,1
35452,17660,2,2
35453,17661,4,2
35454,17661,18,3
35455,17661,5,1
35456,17662,6,1
35457,17662,18,3
35458,17663,4,3
35459,17663,6,2
35460,17664,8,1
35461,17665,12,1
35462,17665,6,3
35463,17666,7,2
35464,17666,8,1
35465,17666,10,1
35466,17667,20,1
35467,17667,16,3
35468,17668,15,3
35469,17669,11,1
35470,17669,9,3
35471,17670,7,1
35472,17671,8,3
35473,17671,12,1
35474,17672,15,3
35475,17672,13,3
35476,17673,12,1
35477,17673,14,3
35478,17673,7,3
35479,17674,8,1
35480,17675,13,2
35481,17675,17,2
35482,17675,19,3
35483,17676,18,3
35484,17676,14,3
35485,17676,16,1
35486,17677,19,3
35487,17677,2,1
35488,17677,18,3
35489,17678,10,3
35490,17678,7,1
35491,17678,9,2
35492,17679,12,2
35493,17679,5,3
35494,17679,11,2
35495,17680,2,3
35496,17680,18,2
35497,17681,7,1
35498,17681,12,1
35499,17682,5,2
35500,17682,1,3
35501,17682,19,2
35502,17683,8,3
35503,17684,1,1
35504,17685,12,2
35505,17686,2,3
35506,17687,3,1
35507,17687,10,3
35508,17687,7,1
35509,17688,10,2
35510,17689,9,3
35511,17689,8,3
35512,17689,14,1
35513,17690,8,1
35514,17690,11,2
35515,17691,17,2
35516,17691,5,3
35517,17692,14,3
35518,17692,4,1
35519,17693,20,2
35520,17694,17,1
35521,17694,14,3
35522,17694,5,1
35523,17695,11,3
35524,17695,2,3
35525,17695,20,2
35526,17696,4,3
35527,17696,14,2
35528,17696,20,3
35529,17697,5,3
35530,17698,16,2
35531,17698,5,2
35532,17698,10,2
35533,17699,16,1
35534,17699,4,1
35535,17699,8,3
35536,17700,5,3
35537,17700,16,1
35538,17701,18,2
35539,17701,17,2
35540,17701,7,2
35541,17702,14,3
35542,17702,6,3
35543,17703,6,1
35544,17703,2,3
35545,17704,3,3
35546,17704,4,2
35547,17704,11,3
35548,17705,15,1
35549,17706,1,1
35550,17706,2,2
35551,17706,16,3
35552,17707,3,2
35553,17708,8,3
35554,17709,16,3
35555,17709,11,1
35556,17709,15,2
35557,17710,11,2
35558,17710,14,2
35559,17710,19,3
35560,17711,7,2
35561,17711,15,2
35562,17711,3,1
35563,17712,15,2
35564,17712,20,1
35565,17712,17,3
35566,17713,11,2
35567,17714,19,3
35568,17714,5,1
35569,17714,14,1
35570,17715,4,2
35571,17715,16,3
35572,17716,6,2
35573,17716,1,3
35574,17717,1,1
35575,17718,15,3
35576,17718,6,1
35577,17719,14,1
35578,17719,18,2
35579,17720,3,3
35580,17721,7,1
35581,17722,11,3
35582,17722,17,3
35583,17722,16,3
35584,17723,13,3
35585,17724,5,1
35586,17724,11,3
35587,17724,6,1
35588,17725,2,1
35589,17726,15,2
35590,17726,13,3
35591,17727,16,3
35592,17727,10,3
35593,17727,13,2
35594,17728,2,3
35595,17729,2,2
35596,17730,1,1
35597,17730,5,3
35598,17731,13,3
35599,17732,14,3
35600,17732,15,1
35601,17732,7,3
35602,17733,19,3
35603,17734,12,3
35604,17734,10,1
35605,17734,2,3
35606,17735,20,1
35607,17736,14,1
35608,17737,11,3
35609,17737,7,1
35610,17738,15,2
35611,17738,10,3
35612,17739,10,1
35613,17739,18,2
35614,17740,20,2
35615,17740,4,1
35616,17740,16,3
35617,17741,16,3
35618,17741,7,1
35619,17742,14,1
35620,17742,16,2
35621,17743,6,3
35622,17743,4,1
35623,17744,19,2
35624,17744,3,3
35625,17744,5,1
35626,17745,8,2
35627,17745,20,1
35628,17745,2,2
35629,17746,4,2
35630,17746,9,1
35631,17747,18,2
35632,17747,20,2
35633,17748,12,2
35634,17749,1,2
35635,17750,17,2
35636,17750,6,3
35637,17751,13,2
35638,17751,15,1
35639,17752,14,2
35640,17752,19,3
35641,17752,20,1
35642,17753,8,3
35643,17754,3,2
35644,17755,18,2
35645,17755,7,1
35646,17756,1,2
35647,17756,9,1
35648,17756,18,3
35649,17757,14,1
35650,17757,10,3
35651,17758,9,2
35652,17758,17,3
35653,17759,5,1
35654,17760,7,3
35655,17760,8,2
35656,17761,3,3
35657,17762,15,3
35658,17762,18,1
35659,17762,16,2
35660,17763,5,3
35661,17764,8,2
35662,17764,12,1
35663,17765,8,3
35664,17766,11,3
35665,17766,1,2
35666,17767,18,3
35667,17767,20,3
35668,17768,17,1
35669,17768,20,3
35670,17768,3,2
35671,17769,18,2
35672,17769,2,3
35673,17769,5,3
35674,17770,11,2
35675,17771,18,2
35676,17771,2,2
35677,17771,6,3
35678,17772,3,2
35679,17773,10,2
35680,17774,19,3
35681,17775,18,3
35682,17775,14,1
35683,17776,19,3
35684,17776,13,2
35685,17777,5,2
35686,17777,14,1
35687,17777,15,1
35688,17778,1,1
35689,17778,9,2
35690,17779,14,2
35691,17780,3,1
35692,17780,14,3
35693,17780,9,2
35694,17781,9,2
35695,17782,19,1
35696,17782,6,3
35697,17783,20,1
35698,17783,10,1
35699,17783,13,1
35700,17784,11,3
35701,17785,1,1
35702,17786,2,1
35703,17786,20,1
35704,17787,16,1
35705,17787,12,3
35706,17787,19,1
35707,17788,4,3
35708,17788,19,1
35709,17789,12,3
35710,17789,13,1
35711,17789,11,3
35712,17790,8,1
35713,17791,9,1
35714,17791,8,2
35715,17792,5,2
35716,17793,18,3
35717,17794,8,3
35718,17794,11,2
35719,17795,16,2
35720,17795,20,1
35721,17795,18,1
35722,17796,7,1
35723,17796,2,2
35724,17796,12,1
35725,17797,6,3
35726,17798,6,3
35727,17798,10,1
35728,17799,19,1
35729,17799,15,3
35730,17799,17,1
35731,17800,7,3
35732,17800,11,2
35733,17800,15,1
35734,17801,4,1
35735,17801,17,1
35736,17802,20,3
35737,17802,16,2
35738,17803,18,2
35739,17803,15,3
35740,17803,12,2
35741,17804,13,3
35742,17804,15,2
35743,17805,17,1
35744,17805,2,2
35745,17805,15,1
35746,17806,4,1
35747,17807,5,2
35748,17807,2,3
35749,17808,1,3
35750,17809,14,3
35751,17810,4,1
35752,17811,10,1
35753,17811,9,1
35754,17811,12,1
35755,17812,7,2
35756,17812,12,2
35757,17812,8,2
35758,17813,2,2
35759,17813,1,3
35760,17814,16,2
35761,17814,11,2
35762,17815,1,2
35763,17815,4,2
35764,17815,9,1
35765,17816,6,2
35766,17817,4,2
35767,17818,10,1
35768,17818,18,2
35769,17819,10,1
35770,17820,15,2
35771,17820,10,2
35772,17821,19,1
35773,17821,12,3
35774,17821,4,2
35775,17822,9,1
35776,17822,11,1
35777,17822,1,3
35778,17823,3,3
35779,17823,16,3
35780,17824,14,1
35781,17825,19,2
35782,17826,1,3
35783,17826,10,1
35784,17827,1,3
35785,17828,3,3
35786,17828,11,2
35787,17828,5,1
35788,17829,4,2
35789,17830,16,2
35790,17831,19,2
35791,17831,7,2
35792,17832,9,3
35793,17832,3,1
35794,17833,7,2
35795,17833,1,3
35796,17834,7,1
35797,17834,4,1
35798,17835,3,2
35799,17835,7,1
35800,17836,18,3
35801,17837,8,2
35802,17838,6,3
35803,17838,18,2
35804,17838,13,2
35805,17839,13,1
35806,17839,17,3
35807,17840,4,1
35808,17840,10,1
35809,17840,3,1
35810,17841,18,3
35811,17841,5,1
35812,17842,13,1
35813,17842,18,1
35814,17842,19,1
35815,17843,13,2
35816,17843,7,1
35817,17843,17,1
35818,17844,7,3
35819,17844,6,2
35820,17844,4,2
35821,17845,7,2
35822,17845,19,1
35823,17845,12,2
35824,17846,11,3
35825,17847,14,2
35826,17847,20,1
35827,17847,7,1
35828,17848,14,2
35829,17849,5,2
35830,17849,15,1
35831,17849,3,1
35832,17850,15,3
35833,17850,3,2
35834,17850,8,2
35835,17851,6,2
35836,17852,5,1
35837,17852,19,3
35838,17852,4,3
35839,17853,7,1
35840,17853,11,3
35841,17854,13,1
35842,17854,14,2
35843,17854,18,1
35844,17855,4,1
35845,17855,11,1
35846,17855,15,3
35847,17856,1,3
35848,17856,16,1
35849,17857,8,2
35850,17858,11,1
35851,17859,4,3
35852,17859,14,2
35853,17860,19,3
35854,17861,15,3
35855,17861,16,3
35856,17862,20,2
35857,17863,18,3
35858,17864,2,2
35859,17864,13,1
35860,17865,6,1
35861,17866,5,3
35862,17866,12,1
35863,17866,17,2
35864,17867,20,2
35865,17867,3,3
35866,17867,2,1
35867,17868,5,3
35868,17868,10,3
35869,17869,15,2
35870,17869,5,1
35871,17870,3,2
35872,17871,4,1
35873,17871,17,1
35874,17872,3,2
35875,17872,6,3
35876,17873,17,3
35877,17874,15,1
35878,17874,12,3
35879,17874,16,1
35880,17875,18,1
35881,17876,11,3
35882,17876,12,1
35883,17877,13,2
35884,17878,18,3
35885,17878,4,1
35886,17879,11,2
35887,17879,10,3
35888,17879,7,1
35889,17880,9,1
35890,17881,13,2
35891,17881,18,3
35892,17881,7,2
35893,17882,17,2
35894,17883,10,3
35895,17884,5,2
35896,17884,16,3
35897,17884,7,3
35898,17885,11,2
35899,17885,4,1
35900,17885,17,2
35901,17886,9,1
35902,17886,11,2
35903,17886,3,2
35904,17887,17,1
35905,17887,11,1
35906,17887,10,2
35907,17888,10,2
35908,17888,7,1
35909,17888,19,3
35910,17889,8,3
35911,17889,20,3
35912,17889,4,3
35913,17890,1,1
35914,17890,14,1
35915,17891,13,2
35916,17891,3,3
35917,17892,7,1
35918,17893,9,3
35919,17893,14,3
35920,17893,12,1
35921,17894,1,3
35922,17895,13,1
35923,17895,4,3
35924,17895,16,1
35925,17896,14,1
35926,17897,12,3
35927,17898,3,3
35928,17898,4,2
35929,17898,13,2
35930,17899,15,3
35931,17899,3,3
35932,17899,7,2
35933,17900,11,3
35934,17901,13,3
35935,17901,10,1
35936,17902,19,2
35937,17902,16,1
35938,17902,18,1
35939,17903,13,3
35940,17903,15,1
35941,17903,20,3
35942,17904,8,1
35943,17905,14,1
35944,17906,7,1
35945,17906,20,1
35946,17906,12,2
35947,17907,7,3
35948,17907,10,2
35949,17908,3,3
35950,17908,10,1
35951,17909,17,3
35952,17910,7,3
35953,17910,5,3
35954,17911,19,2
35955,17911,20,3
35956,17911,12,3
35957,17912,17,3
35958,17913,12,2
35959,17913,9,2
35960,17914,20,3
35961,17914,2,1
35962,17914,10,3
35963,17915,4,3
35964,17915,7,1
35965,17915,10,3
35966,17916,11,1
35967,17917,18,3
35968,17917,6,1
35969,17917,20,2
35970,17918,15,1
35971,17919,6,1
35972,17920,3,3
35973,17920,17,3
35974,17920,20,1
35975,17921,13,1
35976,17921,7,1
35977,17921,6,1
35978,17922,2,1
35979,17923,14,3
35980,17924,3,2
35981,17925,14,3
35982,17926,14,3
35983,17927,18,2
35984,17927,11,3
35985,17928,9,2
35986,17928,12,2
35987,17928,5,2
35988,17929,12,2
35989,17929,6,2
35990,17929,18,2
35991,17930,12,1
35992,17930,19,2
35993,17930,16,1
35994,17931,3,2
35995,17931,6,1
35996,17931,8,1
35997,17932,13,2
35998,17933,3,2
35999,17933,19,2
36000,17934,19,3
36001,17934,5,1
36002,17934,13,3
36003,17935,8,2
36004,17936,16,3
36005,17936,13,3
36006,17937,17,1
36007,17937,6,3
36008,17938,15,3
36009,17938,20,1
36010,17939,14,3
36011,17939,8,2
36012,17940,17,3
36013,17940,4,1
36014,17940,20,2
36015,17941,18,2
36016,17941,7,1
36017,17941,14,1
36018,17942,5,3
36019,17942,8,2
36020,17943,3,1
36021,17943,16,2
36022,17944,3,1
36023,17945,3,1
36024,17946,6,2
36025,17946,15,3
36026,17946,13,1
36027,17947,8,1
36028,17948,2,3
36029,17948,11,2
36030,17949,13,2
36031,17950,4,3
36032,17951,8,2
36033,17951,15,1
36034,17952,18,2
36035,17952,16,2
36036,17952,14,2
36037,17953,9,1
36038,17953,10,1
36039,17953,8,3
36040,17954,6,1
36041,17954,4,2
36042,17954,19,1
36043,17955,6,3
36044,17955,10,1
36045,17955,1,3
36046,17956,8,2
36047,17956,11,1
36048,17957,7,1
36049,17957,18,1
36050,17958,2,2
36051,17958,20,3
36052,17959,20,1
36053,17959,4,2
36054,17960,13,3
36055,17960,14,2
36056,17961,3,2
36057,17961,14,3
36058,17961,7,2
36059,17962,13,1
36060,17962,5,3
36061,17962,17,1
36062,17963,11,3
36063,17963,5,1
36064,17963,13,1
36065,17964,14,2
36066,17964,3,1
36067,17964,18,3
36068,17965,8,2
36069,17966,17,3
36070,17966,6,3
36071,17967,5,1
36072,17968,16,3
36073,17968,5,3
36074,17969,12,1
36075,17970,10,3
36076,17970,19,3
36077,17970,17,2
36078,17971,3,1
36079,17971,7,3
36080,17972,10,1
36081,17973,9,2
36082,17973,5,3
36083,17973,20,3
36084,17974,11,1
36085,17975,19,2
36086,17975,20,2
36087,17976,13,3
36088,17976,14,1
36089,17977,18,3
36090,17978,13,1
36091,17979,10,3
36092,17979,5,2
36093,17979,20,2
36094,17980,10,2
36095,17980,3,1
36096,17980,20,1
36097,17981,15,2
36098,17981,13,1
36099,17982,7,1
36100,17982,2,3
36101,17982,1,1
36102,17983,9,1
36103,17983,6,2
36104,17984,19,2
36105,17984,1,2
36106,17985,1,2
36107,17985,7,1
36108,17986,13,1
36109,17986,12,2
36110,17986,3,3
36111,17987,3,1
36112,17987,5,2
36113,17987,7,1
36114,17988,7,2
36115,17988,19,2
36116,17988,2,3
36117,17989,8,3
36118,17989,3,1
36119,17990,13,2
36120,17990,6,1
36121,17991,7,1
36122,17992,20,2
36123,17992,17,2
36124,17992,13,1
36125,17993,11,3
36126,17994,10,1
36127,17995,3,1
36128,17996,20,3
36129,17996,5,2
36130,17997,13,1
36131,17998,4,3
36132,17998,18,2
36133,17998,10,3
36134,17999,1,1
36135,17999,2,3
36136,18000,1,3
36137,18001,6,1
36138,18001,15,2
36139,18002,15,2
36140,18002,1,1
36141,18002,6,1
36142,18003,2,3
36143,18004,5,1
36144,18004,20,2
36145,18004,3,3
36146,18005,14,1
36147,18005,18,3
36148,18006,6,2
36149,18006,4,3
36150,18006,13,1
36151,18007,5,1
36152,18007,4,1
36153,18007,16,3
36154,18008,4,2
36155,18008,11,1
36156,18009,6,1
36157,18010,14,1
36158,18010,18,1
36159,18010,6,2
36160,18011,4,1
36161,18011,20,2
36162,18012,14,3
36163,18012,2,3
36164,18013,14,3
36165,18014,5,3
36166,18014,16,3
36167,18015,13,1
36168,18015,1,3
36169,18015,12,1
36170,18016,17,1
36171,18016,1,2
36172,18016,13,3
36173,18017,20,2
36174,18017,4,2
36175,18018,7,2
36176,18018,19,3
36177,18018,4,1
36178,18019,14,1
36179,18019,10,2
36180,18020,20,1
36181,18020,16,3
36182,18020,10,1
36183,18021,5,1
36184,18021,2,3
36185,18021,10,3
36186,18022,14,2
36187,18023,12,1
36188,18023,6,1
36189,18023,14,3
36190,18024,13,2
36191,18024,4,1
36192,18025,11,3
36193,18025,4,2
36194,18026,20,2
36195,18027,15,1
36196,18027,17,1
36197,18028,15,3
36198,18029,3,2
36199,18029,10,1
36200,18030,3,3
36201,18030,18,2
36202,18030,2,3
36203,18031,9,3
36204,18031,2,2
36205,18031,3,2
36206,18032,4,3
36207,18032,8,3
36208,18033,19,2
36209,18033,3,3
36210,18033,8,3
36211,18034,3,3
36212,18035,5,2
36213,18036,3,3
36214,18036,19,3
36215,18036,4,2
36216,18037,20,3
36217,18037,9,2
36218,18037,13,1
36219,18038,6,1
36220,18039,12,2
36221,18040,7,2
36222,18040,12,3
36223,18041,7,2
36224,18041,8,1
